date,fremont_bridge_nb,fremont_bridge_sb
2017-06-21T11:00:00.000,76,30
2017-06-15T02:00:00.000,0,0
2017-06-03T17:00:00.000,157,78
2017-06-23T16:00:00.000,460,127
2017-06-29T04:00:00.000,4,2
2017-01-09T03:00:00.000,0,0
2017-06-20T17:00:00.000,621,141
2017-06-05T04:00:00.000,10,7
2017-06-07T06:00:00.000,199,116
2017-06-08T06:00:00.000,93,53
2017-06-13T13:00:00.000,67,32
2017-06-04T22:00:00.000,27,7
2017-06-29T08:00:00.000,583,328
2017-06-28T03:00:00.000,3,1
2017-06-05T05:00:00.000,55,39
2017-06-13T02:00:00.000,2,0
2017-06-18T09:00:00.000,109,48
2017-06-05T11:00:00.000,96,56
2017-06-23T22:00:00.000,46,18
2017-06-04T10:00:00.000,117,62
2017-06-17T05:00:00.000,14,9
2017-06-19T06:00:00.000,159,101
2017-06-16T12:00:00.000,93,51
2017-06-11T07:00:00.000,43,20
2017-06-03T22:00:00.000,48,27
2017-06-06T15:00:00.000,198,87
2017-06-20T19:00:00.000,240,80
2017-01-04T02:00:00.000,0,0
2017-01-28T03:00:00.000,0,0
2017-07-10T01:00:00.000,6,2
2017-07-09T03:00:00.000,1,4
2017-07-09T21:00:00.000,27,38
2017-07-04T00:00:00.000,5,5
2017-07-08T06:00:00.000,23,16
2017-07-16T13:00:00.000,93,89
2017-07-29T00:00:00.000,11,19
2015-12-26T02:00:00.000,0,0
2017-07-18T17:00:00.000,198,617
2017-07-07T15:00:00.000,69,160
2017-07-27T09:00:00.000,130,126
2017-07-07T11:00:00.000,52,57
2017-07-28T01:00:00.000,4,4
2017-07-29T17:00:00.000,71,90
2017-07-29T13:00:00.000,102,122
2017-07-23T14:00:00.000,99,88
2017-07-19T06:00:00.000,111,92
2017-07-26T00:00:00.000,6,11
2017-07-20T02:00:00.000,0,2
2017-07-04T20:00:00.000,63,86
2017-07-03T04:00:00.000,5,7
2017-07-07T02:00:00.000,2,5
2017-07-12T19:00:00.000,102,209
2017-07-11T17:00:00.000,194,640
2017-07-31T23:00:00.000,12,26
2017-07-26T19:00:00.000,93,204
2017-07-27T07:00:00.000,184,151
2017-07-27T18:00:00.000,127,290
2017-07-10T12:00:00.000,50,48
2017-07-06T04:00:00.000,6,5
2017-07-08T09:00:00.000,84,72
2017-07-28T16:00:00.000,91,294
2017-07-12T20:00:00.000,83,153
2017-07-09T22:00:00.000,6,22
2017-07-25T12:00:00.000,49,59
2017-07-09T02:00:00.000,3,6
2017-07-04T17:00:00.000,89,124
2017-07-09T16:00:00.000,68,99
2017-07-14T22:00:00.000,20,28
2017-07-26T22:00:00.000,38,47
2017-07-25T20:00:00.000,72,113
2017-07-28T04:00:00.000,6,5
2017-07-15T15:00:00.000,74,112
2017-07-03T05:00:00.000,29,9
2017-07-29T02:00:00.000,9,3
2017-07-27T01:00:00.000,7,7
2017-07-10T16:00:00.000,126,264
2017-07-11T14:00:00.000,67,56
2017-07-15T16:00:00.000,72,81
2017-07-30T21:00:00.000,18,34
2017-07-19T17:00:00.000,182,589
2017-07-26T15:00:00.000,75,119
2017-07-25T14:00:00.000,69,81
2017-07-26T18:00:00.000,167,384
2017-07-18T06:00:00.000,111,87
2017-07-13T05:00:00.000,36,14
2017-07-01T02:00:00.000,4,6
2017-07-19T16:00:00.000,110,302
2017-07-06T10:00:00.000,58,84
2017-07-13T10:00:00.000,64,63
2017-07-25T19:00:00.000,107,226
2017-07-27T20:00:00.000,72,97
2017-07-12T00:00:00.000,3,10
2017-07-19T09:00:00.000,148,181
2017-07-21T02:00:00.000,0,3
2017-07-11T09:00:00.000,177,194
2017-07-09T15:00:00.000,74,87
2017-07-13T01:00:00.000,1,1
2017-07-23T00:00:00.000,12,21
2017-07-21T08:00:00.000,289,230
2017-07-29T20:00:00.000,49,41
2017-07-06T06:00:00.000,111,85
2017-07-05T12:00:00.000,54,40
2017-07-27T10:00:00.000,63,65
2017-07-16T16:00:00.000,68,95
2017-07-02T03:00:00.000,1,1
2017-07-14T01:00:00.000,3,3
2017-07-09T07:00:00.000,21,22
2017-07-27T11:00:00.000,41,44
2017-07-09T05:00:00.000,6,0
2017-07-06T09:00:00.000,177,169
2017-07-29T05:00:00.000,6,6
2017-07-13T14:00:00.000,40,74
2017-07-03T00:00:00.000,4,4
2017-07-26T02:00:00.000,2,2
2017-07-08T20:00:00.000,47,56
2017-07-18T09:00:00.000,178,167
2017-07-28T13:00:00.000,47,67
2017-07-05T11:00:00.000,42,57
2017-07-21T17:00:00.000,156,439
2017-07-02T14:00:00.000,94,72
2017-07-18T11:00:00.000,63,44
2017-07-18T22:00:00.000,24,43
2017-07-22T12:00:00.000,103,97
2017-07-21T00:00:00.000,5,6
2017-07-02T22:00:00.000,13,21
2017-07-14T10:00:00.000,73,84
2017-07-02T12:00:00.000,107,76
2017-07-03T15:00:00.000,76,169
2017-07-11T07:00:00.000,273,208
2017-07-10T11:00:00.000,43,42
2017-07-12T08:00:00.000,373,326
2017-07-28T11:00:00.000,58,59
2017-07-13T07:00:00.000,255,178
2017-07-29T19:00:00.000,52,47
2017-07-30T02:00:00.000,3,5
2017-07-04T18:00:00.000,86,121
2015-12-23T02:00:00.000,0,0
2017-07-25T15:00:00.000,77,93
2017-07-24T12:00:00.000,46,55
2017-07-06T19:00:00.000,109,208
2017-07-03T21:00:00.000,30,35
2017-07-04T15:00:00.000,95,126
2015-12-31T03:00:00.000,0,0
2017-07-23T18:00:00.000,54,68
2017-07-26T21:00:00.000,52,63
2015-12-26T03:00:00.000,0,0
2017-07-23T19:00:00.000,51,60
2017-07-01T03:00:00.000,3,2
2017-07-08T08:00:00.000,65,70
2017-07-20T19:00:00.000,88,178
2017-07-23T06:00:00.000,12,13
2017-07-20T07:00:00.000,243,194
2017-07-05T13:00:00.000,57,63
2017-07-06T17:00:00.000,176,588
2017-07-14T12:00:00.000,65,70
2017-07-13T02:00:00.000,1,1
2017-07-29T16:00:00.000,91,90
2017-07-16T14:00:00.000,102,125
2017-07-07T09:00:00.000,160,155
2017-07-01T04:00:00.000,2,0
2017-07-28T08:00:00.000,285,248
2017-07-21T18:00:00.000,94,254
2017-07-24T20:00:00.000,63,96
2017-07-29T15:00:00.000,93,106
2017-07-24T10:00:00.000,61,71
2017-07-01T16:00:00.000,86,113
2017-07-24T18:00:00.000,173,368
2017-07-05T18:00:00.000,178,336
2017-07-17T00:00:00.000,3,4
2017-07-31T04:00:00.000,6,5
2017-07-13T00:00:00.000,9,9
2017-07-07T07:00:00.000,219,178
2017-07-13T21:00:00.000,62,45
2017-07-24T16:00:00.000,115,316
2017-07-15T13:00:00.000,114,97
2017-07-20T20:00:00.000,79,94
2017-07-27T08:00:00.000,257,242
2017-07-03T20:00:00.000,53,67
2017-07-08T18:00:00.000,77,70
2017-07-05T15:00:00.000,54,93
2017-07-29T22:00:00.000,20,29
2017-07-03T10:00:00.000,57,68
2017-07-11T01:00:00.000,2,2
2017-07-12T15:00:00.000,88,109
2017-07-14T15:00:00.000,80,149
2017-07-27T05:00:00.000,35,24
2017-07-25T16:00:00.000,107,297
2015-12-06T04:00:00.000,0,0
2017-07-17T19:00:00.000,98,178
2017-07-02T16:00:00.000,91,100
2017-07-24T23:00:00.000,11,25
2017-07-22T04:00:00.000,2,2
2017-07-21T11:00:00.000,47,58
2017-07-21T20:00:00.000,44,68
2017-07-01T10:00:00.000,47,71
2017-07-09T13:00:00.000,101,94
2017-07-12T07:00:00.000,307,212
2017-07-15T17:00:00.000,92,101
2017-07-21T10:00:00.000,56,68
2017-07-27T16:00:00.000,96,229
2017-07-21T09:00:00.000,160,158
2017-07-31T13:00:00.000,44,63
2017-07-14T23:00:00.000,15,22
2017-07-02T04:00:00.000,4,1
2017-07-31T00:00:00.000,2,3
2017-07-02T02:00:00.000,5,3
2017-07-17T02:00:00.000,1,1
2017-07-13T23:00:00.000,9,13
2017-07-17T03:00:00.000,2,2
2017-07-27T15:00:00.000,55,108
2015-12-29T01:00:00.000,0,0
2017-07-06T16:00:00.000,111,263
2015-12-25T03:00:00.000,0,0
2017-07-21T06:00:00.000,88,61
2017-07-17T23:00:00.000,15,9
2017-07-31T17:00:00.000,199,641
2017-07-25T01:00:00.000,7,2
2017-07-09T20:00:00.000,41,44
2017-07-02T09:00:00.000,53,66
2017-07-04T06:00:00.000,16,15
2017-07-08T11:00:00.000,108,109
2017-07-16T22:00:00.000,14,17
2017-07-26T08:00:00.000,357,293
2017-07-31T11:00:00.000,58,61
2017-07-18T13:00:00.000,49,50
2017-07-25T00:00:00.000,3,8
2017-07-13T17:00:00.000,162,501
2017-07-14T17:00:00.000,170,464
2017-07-29T12:00:00.000,101,81
2017-07-22T01:00:00.000,9,8
2017-07-02T13:00:00.000,110,119
2017-07-13T15:00:00.000,64,99
2017-07-09T17:00:00.000,82,89
2017-07-07T14:00:00.000,53,75
2015-12-21T01:00:00.000,0,0
2017-07-25T06:00:00.000,106,90
2017-07-12T03:00:00.000,2,2
2017-07-23T05:00:00.000,5,6
2017-07-14T13:00:00.000,61,66
2017-07-15T09:00:00.000,65,64
2017-07-23T13:00:00.000,116,102
2017-07-14T04:00:00.000,5,5
2017-07-06T22:00:00.000,36,32
2017-07-23T03:00:00.000,0,2
2017-07-25T09:00:00.000,155,188
2017-07-18T02:00:00.000,4,2
2017-07-17T14:00:00.000,44,83
2017-07-20T14:00:00.000,43,69
2017-07-25T07:00:00.000,274,260
2017-07-01T17:00:00.000,85,106
2017-07-04T21:00:00.000,86,60
2017-07-14T09:00:00.000,159,141
2017-07-17T21:00:00.000,28,56
2017-07-19T05:00:00.000,37,16
2017-07-21T14:00:00.000,69,88
2017-07-10T08:00:00.000,347,318
2017-07-14T05:00:00.000,29,18
2017-07-15T11:00:00.000,83,87
2017-07-29T04:00:00.000,3,2
2017-07-02T00:00:00.000,21,12
2017-07-06T05:00:00.000,31,18
2017-07-12T22:00:00.000,39,36
2017-07-02T19:00:00.000,59,71
2017-07-30T00:00:00.000,11,22
2017-07-24T19:00:00.000,91,168
2017-07-03T03:00:00.000,2,2
2017-07-30T05:00:00.000,10,3
2017-07-17T22:00:00.000,20,30
2017-07-30T20:00:00.000,49,47
2017-07-04T01:00:00.000,9,2
2017-07-15T01:00:00.000,5,7
